Compound,SampID,Area,blk.threshold,min.area.flag,blk.ratio.flag,slope,nM_in_vial
OH-Pseudocob,241121_Smp_UCYNA_Z-20,272,198,Flag,NA,-1.8062218890554722,-150.5905789582901
OH-Pseudocob,241121_Smp_UCYNA_Z-21,97,198,Flag,Flag,-1.8062218890554722,-53.7032579373314
OH-Pseudocob,241121_Smp_UCYNA_Z-22,1664,198,Flag,NA,-1.8062218890554722,-921.260012450716
OH-Pseudocob,241121_Smp_UCYNA_Z-23,1505,198,Flag,NA,-1.8062218890554722,-833.2309607802449
OH-Pseudocob,241121_Smp_UCYNA_Z-24,4852,198,Flag,NA,-1.8062218890554722,-2686.270180535381
OH-Pseudocob,241121_Smp_UCYNA_Z-25,1097,198,Flag,NA,-1.8062218890554722,-607.3450923428097
OH-Pseudocob,241121_Smp_UCYNA_Z-26,2266,198,Flag,NA,-1.8062218890554722,-1254.552396762814
OH-Pseudocob,241121_Smp_UCYNA_Z-27,816,198,Flag,NA,-1.8062218890554722,-451.7717368748703
OH-Pseudocob,241121_Smp_UCYNA_Z-28,1065,198,Flag,NA,-1.8062218890554722,-589.6285536418344
OH-Pseudocob,241121_Smp_UCYNA_Z-29,33,198,Flag,Flag,-1.8062218890554722,-18.270180535380785
OH-Pseudocob,241121_Smp_UCYNA_Z-30,3718,198,Flag,NA,-1.8062218890554722,-2058.4403403195683
OH-Pseudocob,241121_Smp_UCYNA_Z-31,5220,198,Flag,NA,-1.8062218890554722,-2890.010375596597
OH-Pseudocob,241121_Smp_UCYNA_Z-32,1121,198,Flag,NA,-1.8062218890554722,-620.6324963685412
OH-Pseudocob,241121_Smp_UCYNA_Z-33,64,198,Flag,Flag,-1.8062218890554722,-35.43307740195061
OH-Pseudocob,241121_Smp_UCYNA_Z-34,5024,198,Flag,NA,-1.8062218890554722,-2781.496576053123
OH-Pseudocob,241121_Smp_UCYNA_Z-35,6456,198,Flag,NA,-1.8062218890554722,-3574.311682921768
OH-Pseudocob,241121_Smp_UCYNA_Z-36,4012,198,Flag,NA,-1.8062218890554722,-2221.211039634779
OH-Pseudocob,241121_Smp_UCYNA_Z-37,7829,198,Flag,NA,-1.8062218890554722,-4334.46192156049
OH-Pseudocob,241121_Smp_UCYNA_Z-38,19850,198,Flag,NA,-1.8062218890554722,-10989.790412948745
OH-Pseudocob,241121_Smp_UCYNA_Z-39,9819,198,Flag,NA,-1.8062218890554722,-5436.209172027392
OH-Pseudocob,241121_Smp_UCYNA_Z-40,27,198,Flag,Flag,-1.8062218890554722,-14.948329528947914
OH-Pseudocob,241121_Smp_UCYNA_Z-41,42,198,Flag,Flag,-1.8062218890554722,-23.25295704503009
OH-Pseudocob,241121_Smp_UCYNA_Z-42,3491,198,Flag,NA,-1.8062218890554722,-1932.763643909525
Me-Pseudocob,241121_Std_0nM_UCYNA_B12_1,75,311,Flag,Flag,10.196026986506745,7.355806344888433
Me-Pseudocob,241121_Std_0nM_UCYNA_B12_2,20,311,Flag,Flag,10.196026986506745,1.9615483586369153
Me-Pseudocob,241121_Std_1nM_UCYNA_B12_1,15,311,Flag,Flag,10.196026986506745,1.4711612689776865
Me-Pseudocob,241121_Std_1nM_UCYNA_B12_2,161,311,Flag,Flag,10.196026986506745,15.79046428702717
Me-Pseudocob,241121_Std_5nM_UCYNA_B12_1,93,311,Flag,Flag,10.196026986506745,9.121199867661657
Me-Pseudocob,241121_Std_5nM_UCYNA_B12_2,48,311,Flag,Flag,10.196026986506745,4.707716060728597
Me-Pseudocob,241121_Std_10nM_UCYNA_B12_1,47,311,Flag,Flag,10.196026986506745,4.609638642796751
Me-Pseudocob,241121_Std_10nM_UCYNA_B12_2,58,311,Flag,Flag,10.196026986506745,5.688490240047055
Me-Pseudocob,241121_Std_20nM_UCYNA_B12_1,238,311,Flag,Flag,10.196026986506745,23.342425467779293
Me-Pseudocob,241121_Std_20nM_UCYNA_B12_2,327,311,Flag,NA,10.196026986506745,32.07131566371357
Me-Pseudocob,241121_Std_50nM_RP-Mix234_InH2O,48,311,Flag,Flag,10.196026986506745,4.707716060728597
Me-Pseudocob,241121_Poo_UCYNA-culture_Full1,29,311,Flag,Flag,10.196026986506745,2.8442451200235275
Me-Pseudocob,241121_Poo_UCYNA-culture_Full2,746,311,Flag,NA,10.196026986506745,73.16575377715695
Me-Pseudocob,241121_Poo_UCYNA-culture_Full3,6,311,Flag,Flag,10.196026986506745,0.5884645075910746
Me-Pseudocob,241121_Smp_UCYNA_Z-2,27,311,Flag,Flag,10.196026986506745,2.648090284159836
Me-Pseudocob,241121_Smp_UCYNA_Z-4,39,311,Flag,Flag,10.196026986506745,3.825019299341985
Me-Pseudocob,241121_Smp_UCYNA_Z-7,201,311,Flag,Flag,10.196026986506745,19.713561004301
Me-Pseudocob,241121_Smp_UCYNA_Z-12,53,311,Flag,Flag,10.196026986506745,5.198103150387826
Me-Pseudocob,241121_Smp_UCYNA_Z-13,276,311,Flag,Flag,10.196026986506745,27.069367349189434
Me-Pseudocob,241121_Smp_UCYNA_Z-17,26,311,Flag,Flag,10.196026986506745,2.55001286622799
Me-Pseudocob,241121_Smp_UCYNA_Z-19,5,311,Flag,Flag,10.196026986506745,0.49038708965922884
Me-Pseudocob,241121_Smp_UCYNA_Z-20,15,311,Flag,Flag,10.196026986506745,1.4711612689776865
Me-Pseudocob,241121_Smp_UCYNA_Z-21,0,311,Flag,Flag,10.196026986506745,0
Me-Pseudocob,241121_Smp_UCYNA_Z-22,8,311,Flag,Flag,10.196026986506745,0.7846193434547661
Me-Pseudocob,241121_Smp_UCYNA_Z-23,15,311,Flag,Flag,10.196026986506745,1.4711612689776865
Me-Pseudocob,241121_Smp_UCYNA_Z-24,56,311,Flag,Flag,10.196026986506745,5.492335404183363
Me-Pseudocob,241121_Smp_UCYNA_Z-25,34,311,Flag,Flag,10.196026986506745,3.334632209682756
Me-Pseudocob,241121_Smp_UCYNA_Z-26,1,311,Flag,Flag,10.196026986506745,0.09807741793184577
Me-Pseudocob,241121_Smp_UCYNA_Z-27,33,311,Flag,Flag,10.196026986506745,3.2365547917509105
Me-Pseudocob,241121_Smp_UCYNA_Z-28,0,311,Flag,Flag,10.196026986506745,0
Me-Pseudocob,241121_Smp_UCYNA_Z-29,0,311,Flag,Flag,10.196026986506745,0
Me-Pseudocob,241121_Smp_UCYNA_Z-30,2752,311,Flag,NA,10.196026986506745,269.90905414843957
Me-Pseudocob,241121_Smp_UCYNA_Z-31,39,311,Flag,Flag,10.196026986506745,3.825019299341985
Me-Pseudocob,241121_Smp_UCYNA_Z-32,6,311,Flag,Flag,10.196026986506745,0.5884645075910746
Me-Pseudocob,241121_Smp_UCYNA_Z-33,14,311,Flag,Flag,10.196026986506745,1.3730838510458407
Me-Pseudocob,241121_Smp_UCYNA_Z-34,358,311,Flag,NA,10.196026986506745,35.11171561960079
Me-Pseudocob,241121_Smp_UCYNA_Z-35,46,311,Flag,Flag,10.196026986506745,4.511561224864906
Me-Pseudocob,241121_Smp_UCYNA_Z-36,442,311,Flag,NA,10.196026986506745,43.350218725875834
Me-Pseudocob,241121_Smp_UCYNA_Z-37,6,311,Flag,Flag,10.196026986506745,0.5884645075910746
Me-Pseudocob,241121_Smp_UCYNA_Z-38,611,311,Flag,NA,10.196026986506745,59.92530235635777
Me-Pseudocob,241121_Smp_UCYNA_Z-39,51,311,Flag,Flag,10.196026986506745,5.001948314524134
Me-Pseudocob,241121_Smp_UCYNA_Z-40,13,311,Flag,Flag,10.196026986506745,1.275006433113995
Me-Pseudocob,241121_Smp_UCYNA_Z-41,48,311,Flag,Flag,10.196026986506745,4.707716060728597
Me-Pseudocob,241121_Smp_UCYNA_Z-42,36,311,Flag,Flag,10.196026986506745,3.5307870455464476
Ado-Pseudocob,241121_Std_0nM_UCYNA_B12_1,556,1605,Flag,Flag,-3.251124437781113,-171.01775420797767
Ado-Pseudocob,241121_Std_0nM_UCYNA_B12_2,309,1605,Flag,Flag,-3.251124437781113,-95.04403965875018
Ado-Pseudocob,241121_Std_1nM_UCYNA_B12_1,538,1605,Flag,Flag,-3.251124437781113,-165.48120820843883
Ado-Pseudocob,241121_Std_1nM_UCYNA_B12_2,426,1605,Flag,Flag,-3.251124437781113,-131.03158865575267
Ado-Pseudocob,241121_Std_5nM_UCYNA_B12_1,583,1605,Flag,Flag,-3.251124437781113,-179.32257320728596
Ado-Pseudocob,241121_Std_5nM_UCYNA_B12_2,219,1605,Flag,Flag,-3.251124437781113,-67.36130966105596
Ado-Pseudocob,241121_Std_10nM_UCYNA_B12_1,623,1605,Flag,Flag,-3.251124437781113,-191.6260087618167
Ado-Pseudocob,241121_Std_10nM_UCYNA_B12_2,359,1605,Flag,Flag,-3.251124437781113,-110.42333410191364
Ado-Pseudocob,241121_Std_20nM_UCYNA_B12_1,408,1605,Flag,Flag,-3.251124437781113,-125.49504265621384
Ado-Pseudocob,241121_Std_20nM_UCYNA_B12_2,333,1605,Flag,Flag,-3.251124437781113,-102.42610099146864
Ado-Pseudocob,241121_Std_50nM_RP-Mix234_InH2O,23,1605,Flag,Flag,-3.251124437781113,-7.074475443855191
Ado-Pseudocob,241121_Poo_UCYNA-culture_Full1,980,1605,Flag,Flag,-3.251124437781113,-301.4341710860038
Ado-Pseudocob,241121_Poo_UCYNA-culture_Full2,125,1605,Flag,Flag,-3.251124437781113,-38.44823610790865
Ado-Pseudocob,241121_Poo_UCYNA-culture_Full3,565,1605,Flag,Flag,-3.251124437781113,-173.7860272077471
Ado-Pseudocob,241121_Smp_UCYNA_Z-2,708,1605,Flag,Flag,-3.251124437781113,-217.77080931519458
Ado-Pseudocob,241121_Smp_UCYNA_Z-4,194,1605,Flag,Flag,-3.251124437781113,-59.671662439474225
Ado-Pseudocob,241121_Smp_UCYNA_Z-7,629,1605,Flag,Flag,-3.251124437781113,-193.47152409499634
Ado-Pseudocob,241121_Smp_UCYNA_Z-12,612,1605,Flag,Flag,-3.251124437781113,-188.24256398432075
Ado-Pseudocob,241121_Smp_UCYNA_Z-13,529,1605,Flag,Flag,-3.251124437781113,-162.71293520866942
Ado-Pseudocob,241121_Smp_UCYNA_Z-17,538,1605,Flag,Flag,-3.251124437781113,-165.48120820843883
Ado-Pseudocob,241121_Smp_UCYNA_Z-19,74,1605,Flag,Flag,-3.251124437781113,-22.76135577588192
Ado-Pseudocob,241121_Smp_UCYNA_Z-20,932,1605,Flag,Flag,-3.251124437781113,-286.6700484205669
Ado-Pseudocob,241121_Smp_UCYNA_Z-21,208,1605,Flag,Flag,-3.251124437781113,-63.977864883559995
Ado-Pseudocob,241121_Smp_UCYNA_Z-22,1002,1605,Flag,Flag,-3.251124437781113,-308.20106064099576
Ado-Pseudocob,241121_Smp_UCYNA_Z-23,826,1605,Flag,Flag,-3.251124437781113,-254.06594420106035
Ado-Pseudocob,241121_Smp_UCYNA_Z-24,792,1605,Flag,Flag,-3.251124437781113,-243.6080239797092
Ado-Pseudocob,241121_Smp_UCYNA_Z-25,435,1605,Flag,Flag,-3.251124437781113,-133.7998616555221
Ado-Pseudocob,241121_Smp_UCYNA_Z-26,346,1605,Flag,Flag,-3.251124437781113,-106.42471754669114
Ado-Pseudocob,241121_Smp_UCYNA_Z-27,343,1605,Flag,Flag,-3.251124437781113,-105.50195988010134
Ado-Pseudocob,241121_Smp_UCYNA_Z-28,349,1605,Flag,Flag,-3.251124437781113,-107.34747521328094
Ado-Pseudocob,241121_Smp_UCYNA_Z-29,194,1605,Flag,Flag,-3.251124437781113,-59.671662439474225
Ado-Pseudocob,241121_Smp_UCYNA_Z-30,511,1605,Flag,Flag,-3.251124437781113,-157.17638920913055
Ado-Pseudocob,241121_Smp_UCYNA_Z-31,883,1605,Flag,Flag,-3.251124437781113,-271.5983398662667
Ado-Pseudocob,241121_Smp_UCYNA_Z-32,802,1605,Flag,Flag,-3.251124437781113,-246.6838828683419
Ado-Pseudocob,241121_Smp_UCYNA_Z-33,422,1605,Flag,Flag,-3.251124437781113,-129.8012451002996
Ado-Pseudocob,241121_Smp_UCYNA_Z-34,896,1605,Flag,Flag,-3.251124437781113,-275.5969564214892
Ado-Pseudocob,241121_Smp_UCYNA_Z-35,739,1605,Flag,Flag,-3.251124437781113,-227.30597186995593
Ado-Pseudocob,241121_Smp_UCYNA_Z-36,734,1605,Flag,Flag,-3.251124437781113,-225.7680424256396
Ado-Pseudocob,241121_Smp_UCYNA_Z-37,236,1605,Flag,Flag,-3.251124437781113,-72.59026977173153
Ado-Pseudocob,241121_Smp_UCYNA_Z-38,403,1605,Flag,Flag,-3.251124437781113,-123.9571132118975
Ado-Pseudocob,241121_Smp_UCYNA_Z-39,214,1605,Flag,Flag,-3.251124437781113,-65.82338021673961
Ado-Pseudocob,241121_Smp_UCYNA_Z-40,301,1605,Flag,Flag,-3.251124437781113,-92.58335254784403
Ado-Pseudocob,241121_Smp_UCYNA_Z-41,289,1605,Flag,Flag,-3.251124437781113,-88.8923218814848
Ado-Pseudocob,241121_Smp_UCYNA_Z-42,428,1605,Flag,Flag,-3.251124437781113,-131.64676043347922
B1_IS,241121_Std_0nM_UCYNA_B12_1,10897850,22479409,NA,Flag,-131396.94527736132,-82.93838168761154
B1_IS,241121_Std_0nM_UCYNA_B12_2,9654836,22479409,NA,Flag,-131396.94527736132,-73.47839007687688
B1_IS,241121_Std_1nM_UCYNA_B12_1,8941299,22479409,NA,Flag,-131396.94527736132,-68.04799747152506
B1_IS,241121_Std_1nM_UCYNA_B12_2,9634916,22479409,NA,Flag,-131396.94527736132,-73.32678837899911
B1_IS,241121_Std_5nM_UCYNA_B12_1,13010969,22479409,NA,Flag,-131396.94527736132,-99.02033089533087
B1_IS,241121_Std_5nM_UCYNA_B12_2,20503738,22479409,NA,Flag,-131396.94527736132,-156.04425168879962
B1_IS,241121_Std_10nM_UCYNA_B12_1,13601026,22479409,NA,Flag,-131396.94527736132,-103.51097562648857
B1_IS,241121_Std_10nM_UCYNA_B12_2,10010554,22479409,NA,Flag,-131396.94527736132,-76.1855915209373
B1_IS,241121_Std_20nM_UCYNA_B12_1,7147637,22479409,NA,Flag,-131396.94527736132,-54.39728438825041
B1_IS,241121_Std_20nM_UCYNA_B12_2,8528800,22479409,NA,Flag,-131396.94527736132,-64.90866269377
B1_IS,241121_Std_50nM_RP-Mix234_InH2O,3243,22479409,Flag,Flag,-131396.94527736132,-0.024680939067148498
B1_IS,241121_Poo_UCYNA-culture_Full1,6952813,22479409,NA,Flag,-131396.94527736132,-52.914571075633035
B1_IS,241121_Poo_UCYNA-culture_Full2,6918031,22479409,NA,Flag,-131396.94527736132,-52.64986172545309
B1_IS,241121_Poo_UCYNA-culture_Full3,6308942,22479409,NA,Flag,-131396.94527736132,-48.014373444395304
B1_IS,241121_Smp_UCYNA_Z-2,6361502,22479409,NA,Flag,-131396.94527736132,-48.41438274361495
B1_IS,241121_Smp_UCYNA_Z-4,12115613,22479409,NA,Flag,-131396.94527736132,-92.20619988102133
B1_IS,241121_Smp_UCYNA_Z-7,8285626,22479409,NA,Flag,-131396.94527736132,-63.05798040061096
B1_IS,241121_Smp_UCYNA_Z-12,4752235,22479409,NA,Flag,-131396.94527736132,-36.1670127868549
B1_IS,241121_Smp_UCYNA_Z-13,5165110,22479409,NA,Flag,-131396.94527736132,-39.30920912276268
B1_IS,241121_Smp_UCYNA_Z-17,8278732,22479409,NA,Flag,-131396.94527736132,-63.00551342745988
B1_IS,241121_Smp_UCYNA_Z-19,14347906,22479409,NA,Flag,-131396.94527736132,-109.19512603366461
B1_IS,241121_Smp_UCYNA_Z-20,27259718,22479409,NA,NA,-131396.94527736132,-207.46081990306848
B1_IS,241121_Smp_UCYNA_Z-21,11487879,22479409,NA,Flag,-131396.94527736132,-87.42881332401319
B1_IS,241121_Smp_UCYNA_Z-22,25485690,22479409,NA,NA,-131396.94527736132,-193.95953190694905
B1_IS,241121_Smp_UCYNA_Z-23,28390594,22479409,NA,NA,-131396.94527736132,-216.06738223686455
B1_IS,241121_Smp_UCYNA_Z-24,19075050,22479409,NA,Flag,-131396.94527736132,-145.17118308751492
B1_IS,241121_Smp_UCYNA_Z-25,17223376,22479409,NA,Flag,-131396.94527736132,-131.0789681118063
B1_IS,241121_Smp_UCYNA_Z-26,37799344,22479409,NA,NA,-131396.94527736132,-287.67292816595284
B1_IS,241121_Smp_UCYNA_Z-27,22483632,22479409,NA,NA,-131396.94527736132,-171.11228843669136
B1_IS,241121_Smp_UCYNA_Z-28,9837591,22479409,NA,Flag,-131396.94527736132,-74.86925193910837
B1_IS,241121_Smp_UCYNA_Z-29,7853417,22479409,NA,Flag,-131396.94527736132,-59.76864213564852
B1_IS,241121_Smp_UCYNA_Z-30,15330308,22479409,NA,Flag,-131396.94527736132,-116.67172298138117
B1_IS,241121_Smp_UCYNA_Z-31,18151990,22479409,NA,Flag,-131396.94527736132,-138.14621003314488
B1_IS,241121_Smp_UCYNA_Z-32,19103570,22479409,NA,Flag,-131396.94527736132,-145.388235317609
B1_IS,241121_Smp_UCYNA_Z-33,8662457,22479409,NA,Flag,-131396.94527736132,-65.9258629012624
B1_IS,241121_Smp_UCYNA_Z-34,12361794,22479409,NA,Flag,-131396.94527736132,-94.07976702887508
B1_IS,241121_Smp_UCYNA_Z-35,29837536,22479409,NA,NA,-131396.94527736132,-227.07937339804184
B1_IS,241121_Smp_UCYNA_Z-36,23999974,22479409,NA,NA,-131396.94527736132,-182.65245017180024
B1_IS,241121_Smp_UCYNA_Z-37,16764045,22479409,NA,Flag,-131396.94527736132,-127.58321713349844
B1_IS,241121_Smp_UCYNA_Z-38,13440845,22479409,NA,Flag,-131396.94527736132,-102.29191380079789
B1_IS,241121_Smp_UCYNA_Z-39,10281583,22479409,NA,Flag,-131396.94527736132,-78.24826504373415
B1_IS,241121_Smp_UCYNA_Z-40,14913132,22479409,NA,Flag,-131396.94527736132,-113.49679376883823
B1_IS,241121_Smp_UCYNA_Z-41,15145580,22479409,NA,Flag,-131396.94527736132,-115.26584554937494
B1_IS,241121_Smp_UCYNA_Z-42,9678595,22479409,NA,Flag,-131396.94527736132,-73.65920858791492
B2_IS,241121_Std_0nM_UCYNA_B12_1,27898956,96171988,NA,Flag,14442.655922039174,1931.7053698846908
B2_IS,241121_Std_0nM_UCYNA_B12_2,27574580,96171988,NA,Flag,14442.655922039174,1909.2457889218147
B2_IS,241121_Std_1nM_UCYNA_B12_1,29084824,96171988,NA,Flag,14442.655922039174,2013.8140904968318
B2_IS,241121_Std_1nM_UCYNA_B12_2,28518596,96171988,NA,Flag,14442.655922039174,1974.6088360715742
B2_IS,241121_Std_5nM_UCYNA_B12_1,30461052,96171988,NA,Flag,14442.655922039174,2109.103212347329
B2_IS,241121_Std_5nM_UCYNA_B12_2,28832362,96171988,NA,Flag,14442.655922039174,1996.333787610522
B2_IS,241121_Std_10nM_UCYNA_B12_1,31198284,96171988,NA,Flag,14442.655922039174,2160.1486712975075
B2_IS,241121_Std_10nM_UCYNA_B12_2,28835098,96171988,NA,Flag,14442.655922039174,1996.5232264516028
B2_IS,241121_Std_20nM_UCYNA_B12_1,29804828,96171988,NA,Flag,14442.655922039174,2063.666694054415
B2_IS,241121_Std_20nM_UCYNA_B12_2,26961524,96171988,NA,Flag,14442.655922039174,1866.798194565953
B2_IS,241121_Std_50nM_RP-Mix234_InH2O,664,96171988,Flag,Flag,14442.655922039174,0.04597492342019661
B2_IS,241121_Poo_UCYNA-culture_Full1,42224508,96171988,NA,Flag,14442.655922039174,2923.597171318492
B2_IS,241121_Poo_UCYNA-culture_Full2,38811752,96171988,NA,Flag,14442.655922039174,2687.3001897645518
B2_IS,241121_Poo_UCYNA-culture_Full3,37460200,96171988,NA,Flag,14442.655922039174,2593.7196179295915
B2_IS,241121_Smp_UCYNA_Z-2,29041246,96171988,NA,Flag,14442.655922039174,2010.796778429354
B2_IS,241121_Smp_UCYNA_Z-4,28319556,96171988,NA,Flag,14442.655922039174,1960.827437340315
B2_IS,241121_Smp_UCYNA_Z-7,33142374,96171988,NA,Flag,14442.655922039174,2294.7561846589083
B2_IS,241121_Smp_UCYNA_Z-12,33426390,96171988,NA,Flag,14442.655922039174,2314.421265758472
B2_IS,241121_Smp_UCYNA_Z-13,45975636,96171988,NA,Flag,14442.655922039174,3183.322807672943
B2_IS,241121_Smp_UCYNA_Z-17,22438774,96171988,NA,Flag,14442.655922039174,1553.6459582727389
B2_IS,241121_Smp_UCYNA_Z-19,41815940,96171988,NA,Flag,14442.655922039174,2895.3081916318315
B2_IS,241121_Smp_UCYNA_Z-20,40573808,96171988,NA,Flag,14442.655922039174,2809.3037886532534
B2_IS,241121_Smp_UCYNA_Z-21,22474546,96171988,NA,Flag,14442.655922039174,1556.1227880326596
B2_IS,241121_Smp_UCYNA_Z-22,46379632,96171988,NA,Flag,14442.655922039174,3211.2952250856924
B2_IS,241121_Smp_UCYNA_Z-23,46289536,96171988,NA,Flag,14442.655922039174,3205.057037283786
B2_IS,241121_Smp_UCYNA_Z-24,46570204,96171988,NA,Flag,14442.655922039174,3224.490305064659
B2_IS,241121_Smp_UCYNA_Z-25,30829038,96171988,NA,Flag,14442.655922039174,2134.5823210366434
B2_IS,241121_Smp_UCYNA_Z-26,35964876,96171988,NA,Flag,14442.655922039174,2490.184367344679
B2_IS,241121_Smp_UCYNA_Z-27,25404180,96171988,NA,Flag,14442.655922039174,1758.968719959172
B2_IS,241121_Smp_UCYNA_Z-28,28576214,96171988,NA,Flag,14442.655922039174,1978.5982685077563
B2_IS,241121_Smp_UCYNA_Z-29,27700208,96171988,NA,Flag,14442.655922039174,1917.9441890414419
B2_IS,241121_Smp_UCYNA_Z-30,42501688,96171988,NA,Flag,14442.655922039174,2942.788932272724
B2_IS,241121_Smp_UCYNA_Z-31,43059576,96171988,NA,Flag,14442.655922039174,2981.4167305815295
B2_IS,241121_Smp_UCYNA_Z-32,45170672,96171988,NA,Flag,14442.655922039174,3127.5876295765347
B2_IS,241121_Smp_UCYNA_Z-33,26245266,96171988,NA,Flag,14442.655922039174,1817.204961585376
B2_IS,241121_Smp_UCYNA_Z-34,44832316,96171988,NA,Flag,14442.655922039174,3104.1600826055046
B2_IS,241121_Smp_UCYNA_Z-35,44985564,96171988,NA,Flag,14442.655922039174,3114.7708733649897
B2_IS,241121_Smp_UCYNA_Z-36,48401928,96171988,NA,Flag,14442.655922039174,3351.3176704666716
B2_IS,241121_Smp_UCYNA_Z-37,26898328,96171988,NA,Flag,14442.655922039174,1862.4225450773044
B2_IS,241121_Smp_UCYNA_Z-38,28321094,96171988,NA,Flag,14442.655922039174,1960.9339274490806
B2_IS,241121_Smp_UCYNA_Z-39,25357708,96171988,NA,Flag,14442.655922039174,1755.7510292344982
B2_IS,241121_Smp_UCYNA_Z-40,24562746,96171988,NA,Flag,14442.655922039174,1700.7083830417778
B2_IS,241121_Smp_UCYNA_Z-41,29415510,96171988,NA,Flag,14442.655922039174,2036.7105717108848
B2_IS,241121_Smp_UCYNA_Z-42,23983892,96171988,NA,Flag,14442.655922039174,1660.6289126781114
Pyridoxal,241121_Std_0nM_UCYNA_B12_1,3984416,11041237,NA,Flag,-1155.0543478260975,-3449.548506093226
Pyridoxal,241121_Std_0nM_UCYNA_B12_2,3495162,11041237,NA,Flag,-1155.0543478260975,-3025.971900437558
Pyridoxal,241121_Std_1nM_UCYNA_B12_1,3840278,11041237,NA,Flag,-1155.0543478260975,-3324.7595727661674
Pyridoxal,241121_Std_1nM_UCYNA_B12_2,3611411,11041237,NA,Flag,-1155.0543478260975,-3126.6156495553287
Pyridoxal,241121_Std_5nM_UCYNA_B12_1,3917690,11041237,NA,Flag,-1155.0543478260975,-3391.779795793504
Pyridoxal,241121_Std_5nM_UCYNA_B12_2,3615064,11041237,NA,Flag,-1155.0543478260975,-3129.7782713028464
Pyridoxal,241121_Std_10nM_UCYNA_B12_1,3881741,11041237,NA,Flag,-1155.0543478260975,-3360.656584952682
Pyridoxal,241121_Std_10nM_UCYNA_B12_2,3640683,11041237,NA,Flag,-1155.0543478260975,-3151.958180021615
Pyridoxal,241121_Std_20nM_UCYNA_B12_1,3874157,11041237,NA,Flag,-1155.0543478260975,-3354.090660142067
Pyridoxal,241121_Std_20nM_UCYNA_B12_2,3543528,11041237,NA,Flag,-1155.0543478260975,-3067.8452547875313
Pyridoxal,241121_Std_50nM_RP-Mix234_InH2O,19075,11041237,Flag,Flag,-1155.0543478260975,-16.514374441255203
Pyridoxal,241121_Poo_UCYNA-culture_Full1,4598571,11041237,NA,Flag,-1155.0543478260975,-3981.2594174939645
Pyridoxal,241121_Poo_UCYNA-culture_Full2,4479012,11041237,NA,Flag,-1155.0543478260975,-3877.7500023525736
Pyridoxal,241121_Poo_UCYNA-culture_Full3,4501102,11041237,NA,Flag,-1155.0543478260975,-3896.8746435796943
Pyridoxal,241121_Smp_UCYNA_Z-2,3403690,11041237,NA,Flag,-1155.0543478260975,-2946.7790900107952
Pyridoxal,241121_Smp_UCYNA_Z-4,3756027,11041237,NA,Flag,-1155.0543478260975,-3251.8184162235625
Pyridoxal,241121_Smp_UCYNA_Z-7,3646077,11041237,NA,Flag,-1155.0543478260975,-3156.62809015195
Pyridoxal,241121_Smp_UCYNA_Z-12,3787641,11041237,NA,Flag,-1155.0543478260975,-3279.188556909583
Pyridoxal,241121_Smp_UCYNA_Z-13,4047400,11041237,NA,Flag,-1155.0543478260975,-3504.0775419940396
Pyridoxal,241121_Smp_UCYNA_Z-17,3441639,11041237,NA,Flag,-1155.0543478260975,-2979.6338211075813
Pyridoxal,241121_Smp_UCYNA_Z-19,3479218,11041237,NA,Flag,-1155.0543478260975,-3012.168220957014
Pyridoxal,241121_Smp_UCYNA_Z-20,3548424,11041237,NA,Flag,-1155.0543478260975,-3072.084016374131
Pyridoxal,241121_Smp_UCYNA_Z-21,3228022,11041237,NA,Flag,-1155.0543478260975,-2794.6927398484668
Pyridoxal,241121_Smp_UCYNA_Z-22,5568277,11041237,NA,Flag,-1155.0543478260975,-4820.792208158804
Pyridoxal,241121_Smp_UCYNA_Z-23,5104281,11041237,NA,Flag,-1155.0543478260975,-4419.082971815704
Pyridoxal,241121_Smp_UCYNA_Z-24,5467019,11041237,NA,Flag,-1155.0543478260975,-4733.1270691196105
Pyridoxal,241121_Smp_UCYNA_Z-25,3257236,11041237,NA,Flag,-1155.0543478260975,-2819.9850562273305
Pyridoxal,241121_Smp_UCYNA_Z-26,3323850,11041237,NA,Flag,-1155.0543478260975,-2877.6568013927185
Pyridoxal,241121_Smp_UCYNA_Z-27,3238470,11041237,NA,Flag,-1155.0543478260975,-2803.7382016656215
Pyridoxal,241121_Smp_UCYNA_Z-28,3306704,11041237,NA,Flag,-1155.0543478260975,-2862.81247823834
Pyridoxal,241121_Smp_UCYNA_Z-29,3318138,11041237,NA,Flag,-1155.0543478260975,-2872.7115795416858
Pyridoxal,241121_Smp_UCYNA_Z-30,4729540,11041237,NA,Flag,-1155.0543478260975,-4094.6471556956294
Pyridoxal,241121_Smp_UCYNA_Z-31,4897195,11041237,NA,Flag,-1155.0543478260975,-4239.7961699524385
Pyridoxal,241121_Smp_UCYNA_Z-32,4267376,11041237,NA,Flag,-1155.0543478260975,-3694.5239919069913
Pyridoxal,241121_Smp_UCYNA_Z-33,3430762,11041237,NA,Flag,-1155.0543478260975,-2970.216948195522
Pyridoxal,241121_Smp_UCYNA_Z-34,4854241,11041237,NA,Flag,-1155.0543478260975,-4202.608309415104
Pyridoxal,241121_Smp_UCYNA_Z-35,4471604,11041237,NA,Flag,-1155.0543478260975,-3871.3364513244837
Pyridoxal,241121_Smp_UCYNA_Z-36,5270773,11041237,NA,Flag,-1155.0543478260975,-4563.22510704367
